Churn,Contract,Customer ID,Dependents,Device Protection,Dimension,Gender,Info 1,Info 2,Info 3,Internet Service,Message,Monthly Charges (bin),Monthly Charges (bin) 2,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Tenure,Total Charges (bin),# Customers,Churn Rate count yes,"Churn Rate, %",Monthly Charges,Monthly Charges ,Total Charges,Total per Tenure
No,Month-to-month,3845-FXCYS,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,2,31,1,0,0.00%,19.65,19.65,31.2,15.6
No,Month-to-month,3195-TQDZX,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,3,61,1,0,0.00%,20.25,20.25,61.45,20.48333333
No,Month-to-month,2792-VPPET,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,3,76,1,0,0.00%,20.5,20.5,76.95,25.65
No,Month-to-month,4396-KLSEH,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,4,63,1,0,0.00%,19.85,19.85,63,15.75
No,Month-to-month,3345-JHUEO,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,4,55,1,0,0.00%,20.2,20.2,55.7,13.925
No,Month-to-month,4486-EFAEB,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,13,251,1,0,0.00%,20.4,20.4,251.65,19.35769231
No,Month-to-month,8317-BVKSO,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,14,299,1,0,0.00%,20.05,20.05,299.3,21.37857143
No,Month-to-month,0142-GVYSN,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,26,511,1,0,0.00%,20.3,20.3,511.25,19.66346154
No,Month-to-month,0098-BOWSO,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,27,529,1,0,0.00%,19.4,19.4,529.8,19.62222222
No,Month-to-month,5906-BFOZT,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19,1,0,0.00%,19.5,19.5,19.5,19.5
No,Month-to-month,2465-BLLEU,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19,1,0,0.00%,19.75,19.75,19.75,19.75
No,Month-to-month,2369-FEVNO,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19,1,0,0.00%,19.9,19.9,19.9,19.9
No,Month-to-month,2081-KJSQF,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20,1,0,0.00%,20.25,20.25,20.25,20.25
No,Month-to-month,5996-DAOQL,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20,1,0,0.00%,20.45,20.45,20.45,20.45
No,Month-to-month,9039-ZVJDC,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,53,1,0,0.00%,19.1,19.1,53.05,17.68333333
No,Month-to-month,7526-IVLYU,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,68,1,0,0.00%,19.65,19.65,68.35,22.78333333
No,Month-to-month,0690-SRQID,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,67,1,0,0.00%,19.65,19.65,67.55,16.8875
No,Month-to-month,5144-PQCDZ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,59,1,0,0.00%,19.95,19.95,59.25,14.8125
No,Month-to-month,0303-WMMRN,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,5,86,1,0,0.00%,19.25,19.25,86.05,17.21
No,Month-to-month,1386-ZIKUV,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,7,130,1,0,0.00%,18.95,18.95,130.55,18.65
No,Month-to-month,8295-FHIVV,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,7,168,1,0,0.00%,19.4,19.4,168.65,24.09285714
No,Month-to-month,9788-YTFGE,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,7,147,1,0,0.00%,19.95,19.95,147.5,21.07142857
No,Month-to-month,9364-YKUVW,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,15,309,1,0,0.00%,19.8,19.8,309.4,20.62666667
No,Month-to-month,3623-FQBOX,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,21,416,1,0,0.00%,19.95,19.95,416.4,19.82857143
No,Month-to-month,2120-SMPEX,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,25,536,1,0,0.00%,20.15,20.15,536.35,21.454
No,One year,8573-JGCZW,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,17,351,1,0,0.00%,19.65,19.65,351.55,20.67941177
No,One year,0428-AXXLJ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,25,516,1,0,0.00%,19.5,19.5,516.3,20.652
No,One year,0042-JVWOJ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,26,471,1,0,0.00%,19.6,19.6,471.85,18.14807692
No,One year,6746-WAUWT,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,19,386,1,0,0.00%,19.7,19.7,386.5,20.34210526
No,One year,9534-NSXEM,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,26,595,1,0,0.00%,20.65,20.65,595.5,22.90384615
No,One year,3982-JGSFD,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,36,695,1,0,0.00%,20.35,20.35,695.85,19.32916667
No,One year,6202-JVYEU,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,9,164,1,0,0.00%,19.9,19.9,164.6,18.28888889
No,One year,9522-ZSINC,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,13,253,1,0,0.00%,19.95,19.95,253.8,19.52307692
No,One year,1179-INLAT,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,69,1,0,0.00%,19.45,19.45,69.25,23.08333333
No,One year,8631-XVRZL,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,9,163,1,0,0.00%,20.15,20.15,163.7,18.18888889
No,One year,5546-QUERU,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,13,257,1,0,0.00%,19.95,19.95,257,19.76923077
No,One year,2387-KDZQY,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,17,279,1,0,0.00%,20.1,20.1,279.5,16.44117647
No,One year,1964-SVLEA,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,20,415,1,0,0.00%,19.7,19.7,415.9,20.795
No,One year,1930-BZLHI,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,21,422,1,0,0.00%,20.35,20.35,422.7,20.12857143
No,One year,2829-HYVZP,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,29,572,1,0,0.00%,19.8,19.8,572.2,19.73103448
No,One year,6016-NXBNJ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,35,638,1,0,0.00%,19.15,19.15,638,18.22857143
No,One year,8717-VCTXJ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,42,839,1,0,0.00%,19.55,19.55,839.4,19.98571429
No,One year,6729-FZWSY,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,67,1195,1,0,0.00%,19.45,19.45,1195.95,17.85
No,Two year,0301-KOBTQ,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,32,614,1,0,0.00%,20.05,20.05,614.45,19.2015625
No,Two year,1231-YNDEK,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,58,1035,1,0,0.00%,19.15,19.15,1035.5,17.85344828
No,Two year,1955-IBMMB,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,59,1192,1,0,0.00%,20.2,20.2,1192.3,20.20847458
No,Two year,3308-DGHKL,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,69,1447,1,0,0.00%,19.3,19.3,1447.9,20.98405797
No,Two year,0827-ITJPH,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,36,689,1,0,0.00%,18.55,18.55,689,19.13888889
No,Two year,9588-YRFHY,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,49,1022,1,0,0.00%,19.9,19.9,1022.6,20.86938776
No,Two year,3635-QQRQD,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,62,1201,1,0,0.00%,20.05,20.05,1201.65,19.38145161
No,Two year,7941-RCJOW,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,65,1218,1,0,0.00%,19.55,19.55,1218.65,18.74846154
No,Two year,5469-NUJUR,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,19,373,1,0,0.00%,19.95,19.95,373.5,19.65789474
No,Two year,3458-IDMFK,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,25,499,1,0,0.00%,20.75,20.75,499.4,19.976
No,Two year,7815-PDTHL,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,35,684,1,0,0.00%,20.2,20.2,684.4,19.55428571
No,Two year,7167-PCEYD,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,67,1311,1,0,0.00%,19.8,19.8,1311.3,19.57164179
No,Two year,9500-WBGRP,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,69,1268,1,0,0.00%,19.1,19.1,1268.85,18.38913044
No,Two year,8544-JNBOX,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,72,1521,1,0,0.00%,20.8,20.8,1521.2,21.12777778
No,Month-to-month,7442-YGZFK,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,47.6,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,1,49,1,0,0.00%,49.8,49.8,49.8,49.8
No,Month-to-month,2740-TVLFN,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,47.6,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,50,1,0,0.00%,50.15,50.15,50.15,50.15
No,Month-to-month,0430-IHCDJ,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,47.6,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,15,749,1,0,0.00%,49,49,749.25,49.95
No,One year,4189-NAKJS,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,50.4,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,26,1295,1,0,0.00%,51.55,51.55,1295.4,49.82307692
No,Month-to-month,7318-EIVKO,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,56,58.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,8,436,1,0,0.00%,59.25,59.25,436.6,54.575
No,Two year,1271-UODNO,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,Yes,39,2200,1,0,0.00%,53.85,53.85,2200.7,56.42820513
No,Month-to-month,1230-QAJDW,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,No,No,Yes,No,Mailed check,Yes,0,No,Yes,Yes,3,209,1,0,0.00%,65.25,65.25,209.9,69.96666667
No,Two year,2676-SSLTO,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,49,3199,1,0,0.00%,66.15,66.15,3199,65.28571429
No,Month-to-month,3413-CSSTH,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,41,2237,1,0,0.00%,55.7,55.7,2237.55,54.57439024
No,Two year,0813-TAXXS,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,76,75.6,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,55,4323,1,0,0.00%,77.8,77.8,4323.35,78.60636364
No,Month-to-month,3873-NFTGI,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,14,767,1,0,0.00%,55.5,55.5,767.55,54.825
No,Month-to-month,5136-RGMZO,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,70,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,31,2168,1,0,0.00%,71.05,71.05,2168.15,69.94032258
No,One year,1840-BIUOG,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,67.2,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,20,1416,1,0,0.00%,68.7,68.7,1416.2,70.81
No,Month-to-month,0106-GHRQR,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,70,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,No,16,1212,1,0,0.00%,71.4,71.4,1212.1,75.75625
No,One year,0723-FDLAY,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,84,84,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,44,3704,1,0,0.00%,85.25,85.25,3704.15,84.18522727
No,Month-to-month,7966-YOTQW,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,10,568,1,0,0.00%,54.5,54.5,568.2,56.82
No,Month-to-month,0096-FCPUF,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,No,Yes,Yes,No,Mailed check,Yes,0,Yes,No,No,30,1888,1,0,0.00%,64.5,64.5,1888.45,62.94833333
No,One year,1661-CZBAU,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,70,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,48,3629,1,0,0.00%,70.95,70.95,3629.2,75.60833333
No,Month-to-month,6131-FOYAS,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,56,58.8,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,35,2094,1,0,0.00%,59.6,59.6,2094.9,59.85428571
No,Two year,0674-GCDXG,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,70,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,63,4479,1,0,0.00%,71.9,71.9,4479.2,71.0984127
No,Month-to-month,4672-FOTSD,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,67.2,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,Yes,12,832,1,0,0.00%,67.25,67.25,832.3,69.35833333
No,One year,4872-VXRIL,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,56,3665,1,0,0.00%,64.65,64.65,3665.55,65.45625
